Region,Country,State,City,Month,Day,Year,AvgTemperature,Date
Europe,France,,Paris,2,9,2002,51.8,2002-02-09
Europe,France,,Paris,2,10,2002,49.7,2002-02-10
Europe,France,,Paris,2,11,2002,53.1,2002-02-11
Europe,France,,Paris,2,12,2002,55.8,2002-02-12
Europe,France,,Paris,2,13,2002,48.8,2002-02-13
Europe,France,,Paris,2,14,2002,42.0,2002-02-14
Europe,France,,Paris,2,15,2002,36.1,2002-02-15
Europe,France,,Paris,2,16,2002,36.7,2002-02-16
Europe,France,,Paris,2,17,2002,39.8,2002-02-17
Europe,France,,Paris,2,18,2002,38.9,2002-02-18
Europe,France,,Paris,2,19,2002,44.4,2002-02-19
Europe,France,,Paris,2,20,2002,48.0,2002-02-20
Europe,France,,Paris,2,21,2002,41.4,2002-02-21
Europe,France,,Paris,2,22,2002,47.1,2002-02-22
Europe,France,,Paris,2,23,2002,44.8,2002-02-23
Europe,France,,Paris,2,24,2002,42.5,2002-02-24
Europe,France,,Paris,2,25,2002,51.6,2002-02-25
Europe,France,,Paris,2,26,2002,54.4,2002-02-26
Europe,France,,Paris,2,27,2002,46.4,2002-02-27
Europe,France,,Paris,2,28,2002,45.4,2002-02-28
Europe,France,,Paris,3,1,2002,43.7,2002-03-01
Europe,France,,Paris,3,2,2002,38.5,2002-03-02
Europe,France,,Paris,3,3,2002,39.9,2002-03-03
Europe,France,,Paris,3,4,2002,44.3,2002-03-04
Europe,France,,Paris,3,5,2002,43.1,2002-03-05
Europe,France,,Paris,3,6,2002,46.4,2002-03-06
Europe,France,,Paris,3,7,2002,53.8,2002-03-07
Europe,France,,Paris,3,8,2002,49.2,2002-03-08
Europe,France,,Paris,3,9,2002,49.8,2002-03-09
Europe,France,,Paris,3,10,2002,47.4,2002-03-10
Europe,France,,Paris,3,11,2002,49.7,2002-03-11
Europe,France,,Paris,3,12,2002,52.1,2002-03-12
Europe,France,,Paris,3,13,2002,57.3,2002-03-13
Europe,France,,Paris,3,14,2002,49.9,2002-03-14
Europe,France,,Paris,3,15,2002,51.4,2002-03-15
Europe,France,,Paris,3,16,2002,52.8,2002-03-16
Europe,France,,Paris,3,17,2002,53.0,2002-03-17
Europe,France,,Paris,3,18,2002,52.0,2002-03-18
Europe,France,,Paris,3,19,2002,52.6,2002-03-19
Europe,France,,Paris,3,20,2002,58.6,2002-03-20
Europe,France,,Paris,3,21,2002,55.6,2002-03-21
Europe,France,,Paris,3,22,2002,52.4,2002-03-22
Europe,France,,Paris,3,23,2002,46.7,2002-03-23
Europe,France,,Paris,3,24,2002,44.5,2002-03-24
Europe,France,,Paris,3,25,2002,43.4,2002-03-25
Europe,France,,Paris,3,26,2002,43.2,2002-03-26
Europe,France,,Paris,3,27,2002,43.9,2002-03-27
Europe,France,,Paris,3,28,2002,45.6,2002-03-28
Europe,France,,Paris,3,29,2002,49.5,2002-03-29
Europe,France,,Paris,3,30,2002,52.8,2002-03-30
Europe,France,,Paris,3,31,2002,53.2,2002-03-31
Europe,France,,Paris,4,1,2002,56.2,2002-04-01
Europe,France,,Paris,4,2,2002,56.8,2002-04-02
Europe,France,,Paris,4,3,2002,57.2,2002-04-03
Europe,France,,Paris,4,4,2002,57.8,2002-04-04
Europe,France,,Paris,4,5,2002,55.3,2002-04-05
Europe,France,,Paris,4,6,2002,49.2,2002-04-06
Europe,France,,Paris,4,7,2002,48.8,2002-04-07
Europe,France,,Paris,4,8,2002,50.6,2002-04-08
Europe,France,,Paris,4,9,2002,48.7,2002-04-09
Europe,France,,Paris,4,10,2002,48.2,2002-04-10
Europe,France,,Paris,4,11,2002,49.3,2002-04-11
Europe,France,,Paris,4,12,2002,49.7,2002-04-12
Europe,France,,Paris,4,13,2002,46.8,2002-04-13
Europe,France,,Paris,4,14,2002,43.7,2002-04-14
Europe,France,,Paris,4,15,2002,45.8,2002-04-15
Europe,France,,Paris,4,16,2002,48.4,2002-04-16
Europe,France,,Paris,4,17,2002,52.4,2002-04-17
Europe,France,,Paris,4,18,2002,52.3,2002-04-18
Europe,France,,Paris,4,19,2002,49.9,2002-04-19
Europe,France,,Paris,4,20,2002,51.0,2002-04-20
Europe,France,,Paris,4,21,2002,53.9,2002-04-21
Europe,France,,Paris,4,22,2002,59.2,2002-04-22
Europe,France,,Paris,4,23,2002,57.8,2002-04-23
Europe,France,,Paris,4,24,2002,61.2,2002-04-24
Europe,France,,Paris,4,25,2002,61.6,2002-04-25
Europe,France,,Paris,4,26,2002,51.4,2002-04-26
Europe,France,,Paris,4,27,2002,51.0,2002-04-27
Europe,France,,Paris,4,28,2002,54.6,2002-04-28
Europe,France,,Paris,4,29,2002,52.4,2002-04-29
Europe,France,,Paris,4,30,2002,56.1,2002-04-30
Europe,France,,Paris,5,1,2002,55.3,2002-05-01
Europe,France,,Paris,5,2,2002,50.3,2002-05-02
Europe,France,,Paris,5,3,2002,50.7,2002-05-03
Europe,France,,Paris,5,4,2002,48.9,2002-05-04
Europe,France,,Paris,5,5,2002,47.3,2002-05-05
Europe,France,,Paris,5,6,2002,50.8,2002-05-06
Europe,France,,Paris,5,7,2002,56.9,2002-05-07
Europe,France,,Paris,5,8,2002,61.8,2002-05-08
Europe,France,,Paris,5,9,2002,57.6,2002-05-09
Europe,France,,Paris,5,10,2002,55.4,2002-05-10
Europe,France,,Paris,5,11,2002,55.3,2002-05-11
Europe,France,,Paris,5,12,2002,57.2,2002-05-12
Europe,France,,Paris,5,13,2002,56.8,2002-05-13
Europe,France,,Paris,5,14,2002,60.0,2002-05-14
Europe,France,,Paris,5,15,2002,60.7,2002-05-15
Europe,France,,Paris,5,16,2002,67.9,2002-05-16
Europe,France,,Paris,5,17,2002,68.8,2002-05-17
Europe,France,,Paris,5,18,2002,60.2,2002-05-18
Europe,France,,Paris,5,19,2002,58.9,2002-05-19
Europe,France,,Paris,5,20,2002,64.3,2002-05-20
Europe,France,,Paris,5,21,2002,67.5,2002-05-21
Europe,France,,Paris,5,22,2002,58.1,2002-05-22
Europe,France,,Paris,5,23,2002,59.7,2002-05-23
Europe,France,,Paris,5,24,2002,55.8,2002-05-24
Europe,France,,Paris,5,25,2002,58.2,2002-05-25
Europe,France,,Paris,5,26,2002,55.9,2002-05-26
Europe,France,,Paris,5,27,2002,54.0,2002-05-27
Europe,France,,Paris,5,28,2002,53.2,2002-05-28
Europe,France,,Paris,5,29,2002,56.6,2002-05-29
Europe,France,,Paris,5,30,2002,59.4,2002-05-30
Europe,France,,Paris,5,31,2002,61.2,2002-05-31
Europe,France,,Paris,6,1,2002,65.6,2002-06-01
Europe,France,,Paris,6,2,2002,70.2,2002-06-02
Europe,France,,Paris,6,3,2002,66.3,2002-06-03
Europe,France,,Paris,6,4,2002,65.0,2002-06-04
Europe,France,,Paris,6,5,2002,60.0,2002-06-05
Europe,France,,Paris,6,6,2002,59.6,2002-06-06
Europe,France,,Paris,6,7,2002,59.3,2002-06-07
Europe,France,,Paris,6,8,2002,60.9,2002-06-08
Europe,France,,Paris,6,9,2002,58.3,2002-06-09
Europe,France,,Paris,6,10,2002,57.8,2002-06-10
Europe,France,,Paris,6,11,2002,61.7,2002-06-11
Europe,France,,Paris,6,12,2002,65.6,2002-06-12
Europe,France,,Paris,6,13,2002,64.9,2002-06-13
Europe,France,,Paris,6,14,2002,74.5,2002-06-14
Europe,France,,Paris,6,15,2002,67.2,2002-06-15
Europe,France,,Paris,6,16,2002,73.6,2002-06-16
Europe,France,,Paris,6,17,2002,81.9,2002-06-17
Europe,France,,Paris,6,18,2002,-99.0,2002-06-18
Europe,France,,Paris,6,19,2002,-99.0,2002-06-19
Europe,France,,Paris,6,20,2002,-99.0,2002-06-20
Europe,France,,Paris,6,21,2002,-99.0,2002-06-21
Europe,France,,Paris,6,22,2002,72.0,2002-06-22
Europe,France,,Paris,6,23,2002,65.6,2002-06-23
Europe,France,,Paris,6,24,2002,63.4,2002-06-24
Europe,France,,Paris,6,25,2002,64.5,2002-06-25
Europe,France,,Paris,6,26,2002,65.8,2002-06-26
Europe,France,,Paris,6,27,2002,62.1,2002-06-27
Europe,France,,Paris,6,28,2002,60.0,2002-06-28
Europe,France,,Paris,6,29,2002,60.7,2002-06-29
Europe,France,,Paris,6,30,2002,63.2,2002-06-30
Europe,France,,Paris,7,1,2002,59.8,2002-07-01
Europe,France,,Paris,7,2,2002,60.3,2002-07-02
Europe,France,,Paris,7,3,2002,60.4,2002-07-03
Europe,France,,Paris,7,4,2002,62.9,2002-07-04
Europe,France,,Paris,7,5,2002,58.2,2002-07-05
Europe,France,,Paris,7,6,2002,63.5,2002-07-06
Europe,France,,Paris,7,7,2002,66.1,2002-07-07
Europe,France,,Paris,7,8,2002,70.1,2002-07-08
Europe,France,,Paris,7,9,2002,67.1,2002-07-09
Europe,France,,Paris,7,10,2002,62.1,2002-07-10
Europe,France,,Paris,7,11,2002,62.2,2002-07-11
Europe,France,,Paris,7,12,2002,65.6,2002-07-12
Europe,France,,Paris,7,13,2002,61.5,2002-07-13
Europe,France,,Paris,7,14,2002,61.0,2002-07-14
Europe,France,,Paris,7,15,2002,63.0,2002-07-15
Europe,France,,Paris,7,16,2002,66.3,2002-07-16
Europe,France,,Paris,7,17,2002,68.2,2002-07-17
Europe,France,,Paris,7,18,2002,66.0,2002-07-18
Europe,France,,Paris,7,19,2002,65.1,2002-07-19
Europe,France,,Paris,7,20,2002,69.5,2002-07-20
Europe,France,,Paris,7,21,2002,64.5,2002-07-21
Europe,France,,Paris,7,22,2002,64.5,2002-07-22
Europe,France,,Paris,7,23,2002,68.3,2002-07-23
Europe,France,,Paris,7,24,2002,66.6,2002-07-24
Europe,France,,Paris,7,25,2002,65.9,2002-07-25
Europe,France,,Paris,7,26,2002,69.6,2002-07-26
Europe,France,,Paris,7,27,2002,77.9,2002-07-27
Europe,France,,Paris,7,28,2002,81.0,2002-07-28
Europe,France,,Paris,7,29,2002,80.0,2002-07-29
Europe,France,,Paris,7,30,2002,71.9,2002-07-30
Europe,France,,Paris,7,31,2002,65.4,2002-07-31
Europe,France,,Paris,8,1,2002,65.2,2002-08-01
Europe,France,,Paris,8,2,2002,63.2,2002-08-02
Europe,France,,Paris,8,3,2002,63.6,2002-08-03
Europe,France,,Paris,8,4,2002,61.8,2002-08-04
Europe,France,,Paris,8,5,2002,62.8,2002-08-05
Europe,France,,Paris,8,6,2002,62.6,2002-08-06
Europe,France,,Paris,8,7,2002,68.0,2002-08-07
Europe,France,,Paris,8,8,2002,66.7,2002-08-08
Europe,France,,Paris,8,9,2002,62.9,2002-08-09
Europe,France,,Paris,8,10,2002,61.4,2002-08-10
Europe,France,,Paris,8,11,2002,63.2,2002-08-11
Europe,France,,Paris,8,12,2002,64.6,2002-08-12
Europe,France,,Paris,8,13,2002,66.2,2002-08-13
Europe,France,,Paris,8,14,2002,70.8,2002-08-14
Europe,France,,Paris,8,15,2002,74.5,2002-08-15
Europe,France,,Paris,8,16,2002,75.1,2002-08-16
Europe,France,,Paris,8,17,2002,75.9,2002-08-17
Europe,France,,Paris,8,18,2002,73.7,2002-08-18
Europe,France,,Paris,8,19,2002,73.0,2002-08-19
Europe,France,,Paris,8,20,2002,64.2,2002-08-20
Europe,France,,Paris,8,21,2002,63.9,2002-08-21
Europe,France,,Paris,8,22,2002,64.5,2002-08-22
Europe,France,,Paris,8,23,2002,65.0,2002-08-23
Europe,France,,Paris,8,24,2002,66.8,2002-08-24
Europe,France,,Paris,8,25,2002,65.4,2002-08-25
Europe,France,,Paris,8,26,2002,63.3,2002-08-26
Europe,France,,Paris,8,27,2002,64.1,2002-08-27
Europe,France,,Paris,8,28,2002,65.9,2002-08-28
Europe,France,,Paris,8,29,2002,66.4,2002-08-29
Europe,France,,Paris,8,30,2002,67.3,2002-08-30
Europe,France,,Paris,8,31,2002,64.8,2002-08-31
Europe,France,,Paris,9,1,2002,60.5,2002-09-01
Europe,France,,Paris,9,2,2002,64.5,2002-09-02
Europe,France,,Paris,9,3,2002,67.3,2002-09-03
Europe,France,,Paris,9,4,2002,65.8,2002-09-04
Europe,France,,Paris,9,5,2002,63.8,2002-09-05
Europe,France,,Paris,9,6,2002,64.4,2002-09-06
Europe,France,,Paris,9,7,2002,66.8,2002-09-07
Europe,France,,Paris,9,8,2002,63.0,2002-09-08
Europe,France,,Paris,9,9,2002,62.1,2002-09-09
Europe,France,,Paris,9,10,2002,61.7,2002-09-10
Europe,France,,Paris,9,11,2002,58.3,2002-09-11
Europe,France,,Paris,9,12,2002,62.4,2002-09-12
Europe,France,,Paris,9,13,2002,64.3,2002-09-13
Europe,France,,Paris,9,14,2002,61.8,2002-09-14
Europe,France,,Paris,9,15,2002,63.0,2002-09-15
Europe,France,,Paris,9,16,2002,60.4,2002-09-16
Europe,France,,Paris,9,17,2002,61.0,2002-09-17
Europe,France,,Paris,9,18,2002,62.1,2002-09-18
Europe,France,,Paris,9,19,2002,57.7,2002-09-19
Europe,France,,Paris,9,20,2002,60.3,2002-09-20
Europe,France,,Paris,9,21,2002,59.6,2002-09-21
Europe,France,,Paris,9,22,2002,56.0,2002-09-22
Europe,France,,Paris,9,23,2002,55.7,2002-09-23
Europe,France,,Paris,9,24,2002,50.8,2002-09-24
Europe,France,,Paris,9,25,2002,52.0,2002-09-25
Europe,France,,Paris,9,26,2002,54.0,2002-09-26
Europe,France,,Paris,9,27,2002,57.8,2002-09-27
Europe,France,,Paris,9,28,2002,54.3,2002-09-28
Europe,France,,Paris,9,29,2002,54.7,2002-09-29
Europe,France,,Paris,9,30,2002,55.9,2002-09-30
Europe,France,,Paris,10,1,2002,58.0,2002-10-01
Europe,France,,Paris,10,2,2002,60.3,2002-10-02
Europe,France,,Paris,10,3,2002,61.0,2002-10-03
Europe,France,,Paris,10,4,2002,58.4,2002-10-04
Europe,France,,Paris,10,5,2002,55.1,2002-10-05
Europe,France,,Paris,10,6,2002,57.8,2002-10-06
Europe,France,,Paris,10,7,2002,48.5,2002-10-07
Europe,France,,Paris,10,8,2002,49.3,2002-10-08
Europe,France,,Paris,10,9,2002,53.9,2002-10-09
Europe,France,,Paris,10,10,2002,57.2,2002-10-10
Europe,France,,Paris,10,11,2002,51.0,2002-10-11
Europe,France,,Paris,10,12,2002,51.8,2002-10-12
Europe,France,,Paris,10,13,2002,50.4,2002-10-13
Europe,France,,Paris,10,14,2002,54.3,2002-10-14
Europe,France,,Paris,10,15,2002,57.9,2002-10-15
Europe,France,,Paris,10,16,2002,57.9,2002-10-16
Europe,France,,Paris,10,17,2002,51.2,2002-10-17
Europe,France,,Paris,10,18,2002,47.8,2002-10-18
Europe,France,,Paris,10,19,2002,46.6,2002-10-19
Europe,France,,Paris,10,20,2002,50.2,2002-10-20
Europe,France,,Paris,10,21,2002,58.9,2002-10-21
Europe,France,,Paris,10,22,2002,58.6,2002-10-22
Europe,France,,Paris,10,23,2002,52.2,2002-10-23
Europe,France,,Paris,10,24,2002,49.6,2002-10-24
Europe,France,,Paris,10,25,2002,57.6,2002-10-25
Europe,France,,Paris,10,26,2002,56.5,2002-10-26
Europe,France,,Paris,10,27,2002,58.2,2002-10-27
Europe,France,,Paris,10,28,2002,50.7,2002-10-28
Europe,France,,Paris,10,29,2002,49.3,2002-10-29
Europe,France,,Paris,10,30,2002,54.9,2002-10-30
Europe,France,,Paris,10,31,2002,52.3,2002-10-31
Europe,France,,Paris,11,1,2002,56.5,2002-11-01
Europe,France,,Paris,11,2,2002,59.1,2002-11-02
Europe,France,,Paris,11,3,2002,55.4,2002-11-03
Europe,France,,Paris,11,4,2002,50.8,2002-11-04
Europe,France,,Paris,11,5,2002,47.9,2002-11-05
Europe,France,,Paris,11,6,2002,47.7,2002-11-06
Europe,France,,Paris,11,7,2002,47.1,2002-11-07
Europe,France,,Paris,11,8,2002,45.7,2002-11-08
Europe,France,,Paris,11,9,2002,51.9,2002-11-09
Europe,France,,Paris,11,10,2002,53.9,2002-11-10
Europe,France,,Paris,11,11,2002,53.7,2002-11-11
Europe,France,,Paris,11,12,2002,52.0,2002-11-12
Europe,France,,Paris,11,13,2002,53.5,2002-11-13
Europe,France,,Paris,11,14,2002,52.7,2002-11-14
Europe,France,,Paris,11,15,2002,46.4,2002-11-15
Europe,France,,Paris,11,16,2002,46.0,2002-11-16
Europe,France,,Paris,11,17,2002,48.5,2002-11-17
Europe,France,,Paris,11,18,2002,46.0,2002-11-18
Europe,France,,Paris,11,19,2002,43.5,2002-11-19
Europe,France,,Paris,11,20,2002,45.7,2002-11-20
Europe,France,,Paris,11,21,2002,52.8,2002-11-21
Europe,France,,Paris,11,22,2002,49.1,2002-11-22
Europe,France,,Paris,11,23,2002,46.5,2002-11-23
Europe,France,,Paris,11,24,2002,46.1,2002-11-24
Europe,France,,Paris,11,25,2002,45.9,2002-11-25
Europe,France,,Paris,11,26,2002,45.0,2002-11-26
Europe,France,,Paris,11,27,2002,40.0,2002-11-27
Europe,France,,Paris,11,28,2002,47.6,2002-11-28
Europe,France,,Paris,11,29,2002,48.5,2002-11-29
Europe,France,,Paris,11,30,2002,46.2,2002-11-30
Europe,France,,Paris,12,1,2002,48.2,2002-12-01
Europe,France,,Paris,12,2,2002,45.5,2002-12-02
Europe,France,,Paris,12,3,2002,42.5,2002-12-03
Europe,France,,Paris,12,4,2002,43.5,2002-12-04
Europe,France,,Paris,12,5,2002,44.0,2002-12-05
Europe,France,,Paris,12,6,2002,38.9,2002-12-06
Europe,France,,Paris,12,7,2002,36.6,2002-12-07
Europe,France,,Paris,12,8,2002,36.9,2002-12-08
Europe,France,,Paris,12,9,2002,32.7,2002-12-09
Europe,France,,Paris,12,10,2002,35.6,2002-12-10
Europe,France,,Paris,12,11,2002,35.1,2002-12-11
Europe,France,,Paris,12,12,2002,37.0,2002-12-12
Europe,France,,Paris,12,13,2002,43.3,2002-12-13
Europe,France,,Paris,12,14,2002,42.9,2002-12-14
Europe,France,,Paris,12,15,2002,49.3,2002-12-15
Europe,France,,Paris,12,16,2002,45.9,2002-12-16
Europe,France,,Paris,12,17,2002,41.8,2002-12-17
Europe,France,,Paris,12,18,2002,36.4,2002-12-18
Europe,France,,Paris,12,19,2002,31.9,2002-12-19
Europe,France,,Paris,12,20,2002,43.6,2002-12-20
Europe,France,,Paris,12,21,2002,52.5,2002-12-21
Europe,France,,Paris,12,22,2002,54.6,2002-12-22
Europe,France,,Paris,12,23,2002,54.1,2002-12-23
Europe,France,,Paris,12,24,2002,53.2,2002-12-24
Europe,France,,Paris,12,25,2002,51.7,2002-12-25
Europe,France,,Paris,12,26,2002,54.8,2002-12-26
Europe,France,,Paris,12,27,2002,53.5,2002-12-27
Europe,France,,Paris,12,28,2002,47.4,2002-12-28
Europe,France,,Paris,12,29,2002,52.1,2002-12-29
Europe,France,,Paris,12,30,2002,54.8,2002-12-30
Europe,France,,Paris,12,31,2002,45.2,2002-12-31
Europe,France,,Paris,1,1,2003,50.7,2003-01-01
Europe,France,,Paris,1,2,2003,55.9,2003-01-02
Europe,France,,Paris,1,3,2003,47.5,2003-01-03
Europe,France,,Paris,1,4,2003,35.1,2003-01-04
Europe,France,,Paris,1,5,2003,24.6,2003-01-05
Europe,France,,Paris,1,6,2003,28.6,2003-01-06
Europe,France,,Paris,1,7,2003,23.6,2003-01-07
Europe,France,,Paris,1,8,2003,20.1,2003-01-08
Europe,France,,Paris,1,9,2003,22.4,2003-01-09
Europe,France,,Paris,1,10,2003,23.5,2003-01-10
Europe,France,,Paris,1,11,2003,24.9,2003-01-11
Europe,France,,Paris,1,12,2003,24.0,2003-01-12
Europe,France,,Paris,1,13,2003,33.9,2003-01-13
Europe,France,,Paris,1,14,2003,44.5,2003-01-14
Europe,France,,Paris,1,15,2003,39.3,2003-01-15
Europe,France,,Paris,1,16,2003,41.1,2003-01-16
Europe,France,,Paris,1,17,2003,38.4,2003-01-17
Europe,France,,Paris,1,18,2003,37.1,2003-01-18
Europe,France,,Paris,1,19,2003,44.5,2003-01-19
Europe,France,,Paris,1,20,2003,48.1,2003-01-20
Europe,France,,Paris,1,21,2003,47.9,2003-01-21
Europe,France,,Paris,1,22,2003,46.6,2003-01-22
Europe,France,,Paris,1,23,2003,44.9,2003-01-23
Europe,France,,Paris,1,24,2003,38.6,2003-01-24
Europe,France,,Paris,1,25,2003,38.4,2003-01-25
Europe,France,,Paris,1,26,2003,44.4,2003-01-26
Europe,France,,Paris,1,27,2003,53.5,2003-01-27
Europe,France,,Paris,1,28,2003,45.5,2003-01-28
Europe,France,,Paris,1,29,2003,40.9,2003-01-29
Europe,France,,Paris,1,30,2003,34.7,2003-01-30
Europe,France,,Paris,1,31,2003,33.0,2003-01-31
Europe,France,,Paris,2,1,2003,32.2,2003-02-01
Europe,France,,Paris,2,2,2003,40.5,2003-02-02
Europe,France,,Paris,2,3,2003,42.6,2003-02-03
Europe,France,,Paris,2,4,2003,36.4,2003-02-04
Europe,France,,Paris,2,5,2003,36.2,2003-02-05
Europe,France,,Paris,2,6,2003,35.3,2003-02-06
Europe,France,,Paris,2,7,2003,39.7,2003-02-07
Europe,France,,Paris,2,8,2003,42.3,2003-02-08
Europe,France,,Paris,2,9,2003,41.4,2003-02-09
Europe,France,,Paris,2,10,2003,39.4,2003-02-10
Europe,France,,Paris,2,11,2003,40.1,2003-02-11
Europe,France,,Paris,2,12,2003,31.7,2003-02-12
Europe,France,,Paris,2,13,2003,29.0,2003-02-13
Europe,France,,Paris,2,14,2003,29.8,2003-02-14
Europe,France,,Paris,2,15,2003,32.3,2003-02-15
Europe,France,,Paris,2,16,2003,30.7,2003-02-16
Europe,France,,Paris,2,17,2003,29.7,2003-02-17
Europe,France,,Paris,2,18,2003,30.2,2003-02-18
Europe,France,,Paris,2,19,2003,32.6,2003-02-19
Europe,France,,Paris,2,20,2003,43.3,2003-02-20
Europe,France,,Paris,2,21,2003,41.3,2003-02-21
Europe,France,,Paris,2,22,2003,39.4,2003-02-22
Europe,France,,Paris,2,23,2003,43.7,2003-02-23
Europe,France,,Paris,2,24,2003,46.9,2003-02-24
Europe,France,,Paris,2,25,2003,47.3,2003-02-25
Europe,France,,Paris,2,26,2003,51.2,2003-02-26
Europe,France,,Paris,2,27,2003,52.6,2003-02-27
Europe,France,,Paris,2,28,2003,49.6,2003-02-28
Europe,France,,Paris,3,1,2003,51.2,2003-03-01
Europe,France,,Paris,3,2,2003,46.1,2003-03-02
Europe,France,,Paris,3,3,2003,42.4,2003-03-03
Europe,France,,Paris,3,4,2003,49.5,2003-03-04
Europe,France,,Paris,3,5,2003,54.0,2003-03-05
Europe,France,,Paris,3,6,2003,48.4,2003-03-06
Europe,France,,Paris,3,7,2003,45.2,2003-03-07
Europe,France,,Paris,3,8,2003,48.9,2003-03-08
Europe,France,,Paris,3,9,2003,52.8,2003-03-09
Europe,France,,Paris,3,10,2003,53.3,2003-03-10
Europe,France,,Paris,3,11,2003,58.6,2003-03-11
Europe,France,,Paris,3,12,2003,50.4,2003-03-12
Europe,France,,Paris,3,13,2003,46.6,2003-03-13
Europe,France,,Paris,3,14,2003,44.1,2003-03-14
Europe,France,,Paris,3,15,2003,43.2,2003-03-15
Europe,France,,Paris,3,16,2003,44.7,2003-03-16
Europe,France,,Paris,3,17,2003,47.1,2003-03-17
Europe,France,,Paris,3,18,2003,45.9,2003-03-18
Europe,France,,Paris,3,19,2003,47.5,2003-03-19
Europe,France,,Paris,3,20,2003,46.6,2003-03-20
Europe,France,,Paris,3,21,2003,44.2,2003-03-21
Europe,France,,Paris,3,22,2003,47.0,2003-03-22
Europe,France,,Paris,3,23,2003,53.4,2003-03-23
Europe,France,,Paris,3,24,2003,57.1,2003-03-24
Europe,France,,Paris,3,25,2003,57.8,2003-03-25
Europe,France,,Paris,3,26,2003,59.4,2003-03-26
Europe,France,,Paris,3,27,2003,56.9,2003-03-27
Europe,France,,Paris,3,28,2003,58.0,2003-03-28
Europe,France,,Paris,3,29,2003,58.8,2003-03-29
Europe,France,,Paris,3,30,2003,55.1,2003-03-30
Europe,France,,Paris,3,31,2003,49.9,2003-03-31
Europe,France,,Paris,4,1,2003,50.7,2003-04-01
Europe,France,,Paris,4,2,2003,43.8,2003-04-02
Europe,France,,Paris,4,3,2003,42.6,2003-04-03
Europe,France,,Paris,4,4,2003,44.6,2003-04-04
Europe,France,,Paris,4,5,2003,50.4,2003-04-05
Europe,France,,Paris,4,6,2003,45.9,2003-04-06
Europe,France,,Paris,4,7,2003,40.0,2003-04-07
Europe,France,,Paris,4,8,2003,39.4,2003-04-08
Europe,France,,Paris,4,9,2003,40.3,2003-04-09
Europe,France,,Paris,4,10,2003,37.0,2003-04-10
Europe,France,,Paris,4,11,2003,41.8,2003-04-11
Europe,France,,Paris,4,12,2003,50.8,2003-04-12
Europe,France,,Paris,4,13,2003,54.8,2003-04-13
Europe,France,,Paris,4,14,2003,61.5,2003-04-14
Europe,France,,Paris,4,15,2003,63.9,2003-04-15
Europe,France,,Paris,4,16,2003,63.8,2003-04-16
Europe,France,,Paris,4,17,2003,63.8,2003-04-17
Europe,France,,Paris,4,18,2003,61.9,2003-04-18
Europe,France,,Paris,4,19,2003,51.2,2003-04-19
Europe,France,,Paris,4,20,2003,48.9,2003-04-20
Europe,France,,Paris,4,21,2003,55.9,2003-04-21
Europe,France,,Paris,4,22,2003,55.9,2003-04-22
Europe,France,,Paris,4,23,2003,58.5,2003-04-23
Europe,France,,Paris,4,24,2003,60.6,2003-04-24
Europe,France,,Paris,4,25,2003,63.0,2003-04-25
Europe,France,,Paris,4,26,2003,58.3,2003-04-26
Europe,France,,Paris,4,27,2003,56.7,2003-04-27
Europe,France,,Paris,4,28,2003,64.4,2003-04-28
Europe,France,,Paris,4,29,2003,60.5,2003-04-29
Europe,France,,Paris,4,30,2003,56.4,2003-04-30
Europe,France,,Paris,5,1,2003,56.3,2003-05-01
Europe,France,,Paris,5,2,2003,56.5,2003-05-02
Europe,France,,Paris,5,3,2003,56.5,2003-05-03
Europe,France,,Paris,5,4,2003,64.5,2003-05-04
Europe,France,,Paris,5,5,2003,57.7,2003-05-05
Europe,France,,Paris,5,6,2003,54.1,2003-05-06
Europe,France,,Paris,5,7,2003,57.9,2003-05-07
Europe,France,,Paris,5,8,2003,62.1,2003-05-08
Europe,France,,Paris,5,9,2003,56.1,2003-05-09
Europe,France,,Paris,5,10,2003,56.0,2003-05-10
Europe,France,,Paris,5,11,2003,59.5,2003-05-11
Europe,France,,Paris,5,12,2003,55.7,2003-05-12
Europe,France,,Paris,5,13,2003,51.0,2003-05-13
Europe,France,,Paris,5,14,2003,51.8,2003-05-14
Europe,France,,Paris,5,15,2003,51.9,2003-05-15
Europe,France,,Paris,5,16,2003,56.6,2003-05-16
Europe,France,,Paris,5,17,2003,58.5,2003-05-17
Europe,France,,Paris,5,18,2003,58.8,2003-05-18
Europe,France,,Paris,5,19,2003,57.3,2003-05-19
Europe,France,,Paris,5,20,2003,56.1,2003-05-20
Europe,France,,Paris,5,21,2003,56.7,2003-05-21
Europe,France,,Paris,5,22,2003,63.8,2003-05-22
Europe,France,,Paris,5,23,2003,62.3,2003-05-23
Europe,France,,Paris,5,24,2003,56.7,2003-05-24
Europe,France,,Paris,5,25,2003,56.2,2003-05-25
Europe,France,,Paris,5,26,2003,57.7,2003-05-26
Europe,France,,Paris,5,27,2003,61.4,2003-05-27
Europe,France,,Paris,5,28,2003,67.0,2003-05-28
Europe,France,,Paris,5,29,2003,70.4,2003-05-29
Europe,France,,Paris,5,30,2003,72.2,2003-05-30
Europe,France,,Paris,5,31,2003,73.4,2003-05-31
Europe,France,,Paris,6,1,2003,74.0,2003-06-01
Europe,France,,Paris,6,2,2003,68.5,2003-06-02
Europe,France,,Paris,6,3,2003,68.7,2003-06-03
Europe,France,,Paris,6,4,2003,70.8,2003-06-04
